id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
31e7e838-dabe-4f0a-9a21-df6dcd2e833b,Olivia Albuquerque,1976-04-07,003.442.075-08,83737562,Mendonça Verde,PA,Brasil,F,(041) 5563 7162,00344207508@exemplo.com.br,2025-01-06
c413cc71-4114-45a6-94ef-e50c467e6d1a,Miguel da Paz,1964-11-28,769.597.744-59,87829-107,Aparecida Grande,SC,Brasil,F,41 5176 8433,76959774459@exemplo.com.br,2024-11-10
3ce612c6-df56-49ed-8e20-c3909f7c39de,Marcelo Andrade,1939-07-02,836.453.298-48,23350-681,Jesus,PE,Brasil,F,(084) 7305 6540,83645329848@exemplo.com.br,2025-02-23
3be0a7eb-06d7-4f16-8663-8d3f8dcdcebb,Carolina Vasconcelos,1958-10-22,700.966.687-25,48382-129,Mendes de Goiás,RS,Brasil,F,+55 61 4829 3934,70096668725@exemplo.com.br,2025-01-13
4837273c-b780-4af8-805e-2cd907976a11,Ana Beatriz Pires,1985-06-10,622.676.290-01,16031818,Correia,AP,Brasil,F,0500-874-5279,62267629001@exemplo.com.br,2024-01-01
345915f0-1aee-4043-bbaa-eb773a139b8a,José da Mota,1993-04-04,477.278.894-56,60018-172,Cassiano do Sul,PA,Brasil,F,(084) 5958 5425,47727889456@exemplo.com.br,2023-08-12
22c5da4d-50d9-4a82-942b-4e47b737e362,Sr. Rael Pereira,1964-07-14,660.985.462-35,81726782,Dias do Norte,RS,Brasil,F,+55 81 8328-2023,66098546235@exemplo.com.br,2024-07-02
2fef3567-7a88-4b05-8e66-0df878e24600,Miguel Silveira,1983-07-27,767.301.506-38,16924-658,Gonçalves,PE,Brasil,M,(021) 5741-4940,76730150638@exemplo.com.br,2025-05-27
b9cb2afb-2e63-4235-bb0d-4311b49b6c71,Ayla Mendes,1975-09-03,846.240.513-14,70935-098,Araújo do Sul,MS,Brasil,F,+55 31 9997 3563,84624051314@exemplo.com.br,2024-07-04
1b751c9b-8257-4e0a-a856-6ba83e9b38d2,Laís Fonseca,1991-02-05,530.396.671-87,26350-818,Machado,PA,Brasil,M,+55 (071) 9350-3789,53039667187@exemplo.com.br,2024-05-08
01fe889a-58b5-405e-bd89-7bb525317675,Agatha Leão,2002-02-16,501.195.400-16,65304837,da Paz,SP,Brasil,F,0500-338-8666,50119540016@exemplo.com.br,2024-04-01
8eacae70-486d-4f01-86dd-14753da29887,Lorenzo Mendonça,2006-04-27,295.427.630-86,04721-469,Gomes do Galho,PI,Brasil,M,+55 (051) 8365 1603,29542763086@exemplo.com.br,2024-11-17
57053056-2d9e-4149-9c26-79568e25be2d,Benjamin Freitas,1966-09-11,562.859.939-30,87746-317,Andrade das Flores,PR,Brasil,M,0300 978 0970,56285993930@exemplo.com.br,2024-02-21
ffb26692-29de-4fa0-8e07-25a506980549,Levi Oliveira,2000-11-28,627.514.914-36,25649-143,Viana do Sul,SP,Brasil,F,+55 (011) 9539 0708,62751491436@exemplo.com.br,2024-12-03
c20b49d2-61fe-4a8c-bde6-6f2a97015ebc,Emilly da Cruz,1977-07-01,454.690.165-89,56984-553,Sampaio,AL,Brasil,F,11 3573 1084,45469016589@exemplo.com.br,2023-07-13
8d133e27-3bbc-4b90-8b31-f4bbc282e299,Caio Moura,1961-10-31,583.554.842-40,90622-209,Vargas,RN,Brasil,F,+55 (084) 5031 5891,58355484240@exemplo.com.br,2025-02-12
f87af0e3-ac7c-4cbf-8fbc-a40d70958bc9,Marina Rodrigues,1942-06-05,067.883.777-30,28915-718,Andrade,TO,Brasil,F,0900 875 1430,06788377730@exemplo.com.br,2024-09-22
fc40b870-c259-4402-ac31-f46f9330923b,Ana Liz da Mota,1954-06-16,873.019.120-16,26070748,Rios,TO,Brasil,F,(084) 5738 9919,87301912016@exemplo.com.br,2024-08-01
dc34f65f-e324-4a08-9f60-530570b4bab3,Vitor Hugo Mendes,1947-11-06,794.161.626-80,27204-575,Porto,AM,Brasil,M,+55 (021) 7232-0908,79416162680@exemplo.com.br,2024-07-22
6cf72814-ce27-452c-b7ff-f0560f6899ad,Anna Liz Lima,1946-02-09,078.139.133-39,25612811,Câmara do Campo,PR,Brasil,F,84 3689-2011,07813913339@exemplo.com.br,2023-10-30
458cd496-37de-472c-a848-14a777f55233,Sra. Jade Garcia,1944-02-10,002.770.210-61,54421-901,da Costa,PB,Brasil,F,31 9958 7922,00277021061@exemplo.com.br,2024-09-11
890e98ec-8eee-45e0-b7e0-5be8902260a9,Maria Júlia Cassiano,1951-01-10,134.978.158-85,47871593,Novaes,RJ,Brasil,F,+55 11 7020 9985,13497815885@exemplo.com.br,2024-01-15
a33473d5-1f3f-424b-892d-7694fab92df3,Sara Cardoso,1996-08-10,067.384.230-69,51537888,Araújo da Prata,GO,Brasil,M,+55 41 6756 5363,06738423069@exemplo.com.br,2025-03-20
69eabf6a-a155-4c50-b824-c0f3976a95aa,Sr. Theodoro Rocha,1987-02-15,879.580.090-58,32463395,Sales,SC,Brasil,M,41 0976 2047,87958009058@exemplo.com.br,2025-03-25
37c5766d-7984-4e49-8a4b-59d2701c50f7,Giovanna Costela,1980-03-19,263.826.256-61,85624242,Cardoso,SC,Brasil,F,0800-714-3165,26382625661@exemplo.com.br,2024-12-14
62d21300-61b6-44bb-9c5b-3d9881d2cfae,Emanuelly Correia,1988-04-17,947.292.291-77,87950-385,Sampaio,MS,Brasil,F,(041) 4957-7595,94729229177@exemplo.com.br,2025-03-22
466ca24f-3fdc-4ba3-9387-52bbe154b16a,Isabella Rodrigues,1946-03-11,480.946.034-27,77176805,Marques Alegre,MA,Brasil,F,+55 21 3474 1046,48094603427@exemplo.com.br,2024-05-17
7d28cc33-ed0c-43cc-8b21-1f05ff0e4a2b,Nicole Siqueira,2004-12-26,944.197.703-49,58544-965,da Mota,SC,Brasil,M,71 2365-8229,94419770349@exemplo.com.br,2025-05-18
47677001-e972-47e4-96b2-2740e3a76f85,Renan Santos,1947-09-15,175.747.232-63,38779-161,Monteiro do Norte,RR,Brasil,M,+55 (041) 0381-3806,17574723263@exemplo.com.br,2024-04-16
9f3cd499-2361-487c-8f57-863368eb5b56,Ana Júlia Andrade,1934-07-30,687.981.204-14,22047-739,Abreu,RR,Brasil,M,61 5098 7235,68798120414@exemplo.com.br,2023-08-13
86e2552c-2897-4899-b1fd-31f9bae48f5c,Gael Henrique Rios,1990-08-22,204.860.377-90,44352-658,das Neves de Borges,BA,Brasil,F,+55 31 1744-6898,20486037790@exemplo.com.br,2024-09-01
5ce389d7-4c72-4f03-b6d8-62e92bb26852,Sra. Brenda Brito,1946-10-02,938.754.887-99,95916-446,Sampaio de Costela,SP,Brasil,M,+55 (021) 5795 7189,93875488799@exemplo.com.br,2023-06-10
15b67bb7-63a9-4ef0-81f9-9613e43dea52,Ana Liz Dias,1953-05-13,132.403.952-18,89488-182,Almeida,SP,Brasil,F,+55 (071) 8722 9843,13240395218@exemplo.com.br,2024-03-14
73e0aa27-de33-44c2-bd01-1ff46b8f50a4,Maria da Costa,1993-03-05,510.863.650-85,97526117,da Conceição de Leão,CE,Brasil,F,+55 81 2006-3302,51086365085@exemplo.com.br,2025-04-24
da31e7e9-ea84-4a58-88b8-4f497e899877,Clara Duarte,1975-11-24,899.268.965-23,96794335,Carvalho,AP,Brasil,F,(071) 0980-2680,89926896523@exemplo.com.br,2024-04-26
a1a27ca0-b114-4c17-abbd-063369a7cc19,João Borges,1996-06-16,401.198.314-15,43182410,Aparecida do Amparo,AC,Brasil,F,+55 (084) 4757 9086,40119831415@exemplo.com.br,2024-02-26
53dc7582-e83e-4507-9b9b-3d15f056e3fe,Matteo Sousa,1957-09-29,962.547.425-61,74462-718,Araújo dos Dourados,AC,Brasil,F,11 6653 5487,96254742561@exemplo.com.br,2025-02-22
602aff56-dded-487b-956a-8b7873890a2d,Maria Luísa Araújo,1980-10-28,235.657.412-16,70694-186,Monteiro,ES,Brasil,F,+55 51 9270 7115,23565741216@exemplo.com.br,2025-03-24
d1a4c8a0-4003-473c-872d-e45e12a2ade4,Samuel Siqueira,1969-09-24,966.049.272-10,44917-729,Ribeiro,SE,Brasil,F,(051) 2973 8649,96604927210@exemplo.com.br,2024-05-20
b0fdcd60-5662-41da-bd9c-b6ffebcc20ae,Dr. Cauê Ramos,1938-12-18,287.237.669-82,12156-340,Mendes,RO,Brasil,F,(061) 0652 4459,28723766982@exemplo.com.br,2024-03-03
8d3fc254-b7f2-49e0-a6b9-bea333e706f2,Henry Gabriel Azevedo,2001-09-26,894.929.231-39,59002238,Aparecida,PR,Brasil,F,+55 11 5228 8740,89492923139@exemplo.com.br,2024-09-01
1161f5e3-85fe-4403-a7b2-23c544bab348,Vicente Caldeira,1994-09-13,579.395.136-75,25324-422,Albuquerque da Mata,PE,Brasil,F,(031) 6112 6218,57939513675@exemplo.com.br,2024-11-30
303168b2-54c1-4e27-aae6-efc61777e3b0,Lavínia da Rocha,1954-08-20,325.471.606-15,99878371,Pacheco,TO,Brasil,M,71 4760 4486,32547160615@exemplo.com.br,2024-04-25
8f6f0f50-8c4f-48b8-b504-f1f1b5e6c54b,Dra. Ágatha Nunes,1955-05-28,682.699.679-14,79469233,Caldeira,RJ,Brasil,M,+55 81 7615 3894,68269967914@exemplo.com.br,2024-01-10
ce1c4dbf-5e06-452d-a615-7b639235bb16,Asafe Vasconcelos,1969-07-08,456.026.629-23,72387536,Carvalho,PA,Brasil,M,+55 (011) 1017-4054,45602662923@exemplo.com.br,2024-12-24
31558434-4f64-4d2d-b250-ee0440e320de,Dr. Rhavi Moura,1966-05-03,689.321.189-67,45761-405,Cassiano,PR,Brasil,M,+55 (051) 1388-2077,68932118967@exemplo.com.br,2024-05-11
35337c74-82b9-4ed0-a52d-a29d86cabbb2,Marcelo Santos,1987-12-31,895.094.144-67,45795-760,Fogaça da Prata,AM,Brasil,M,+55 (011) 3686-2471,89509414467@exemplo.com.br,2023-06-15
0612b215-ea7c-43f4-93f5-210637e90cb0,Theodoro Pereira,1983-11-10,832.954.175-58,33065623,Alves,ES,Brasil,F,+55 21 3469-3906,83295417558@exemplo.com.br,2024-02-21
d12c941e-3a76-4675-af91-edda1de80606,Sra. Ana Sophia da Cruz,1948-05-05,155.004.393-90,30335-224,Fonseca,RJ,Brasil,M,11 0390 4618,15500439390@exemplo.com.br,2024-01-03
32e644ef-5c16-4338-91d3-6d4830ce7c0a,Guilherme Moreira,1982-03-25,515.200.329-62,88756-423,Mendes do Galho,GO,Brasil,M,+55 (011) 1094-3152,51520032962@exemplo.com.br,2024-03-15
789a38c4-72ca-47c1-bb70-1d55bdbd1dad,Isabela Camargo,1941-02-12,325.203.509-14,15422-361,Lima do Campo,PA,Brasil,M,31 1099 4462,32520350914@exemplo.com.br,2024-04-14
540fe0ac-c47a-4437-ac26-96a74b14e21f,Alana da Mota,1970-09-08,546.701.130-56,49149-833,Aparecida,MG,Brasil,F,+55 (081) 2976-6313,54670113056@exemplo.com.br,2024-11-23
98c62680-2284-460b-9a4f-7b5c3abb0e92,Stella Cardoso,1950-09-21,228.379.940-23,51198-402,Jesus da Praia,MG,Brasil,M,+55 41 6866-8487,22837994023@exemplo.com.br,2024-07-28
88b735a2-4151-4c0b-9f3a-4f45f7ccf24c,Theodoro Santos,1972-06-12,033.907.941-18,82099-715,Barros Grande,BA,Brasil,M,(021) 7039 7061,03390794118@exemplo.com.br,2023-12-04
bda40078-ace5-4c73-a6aa-358cb9229d99,Maria Luísa Nogueira,1938-08-08,697.984.126-65,40699-927,Silveira do Amparo,AL,Brasil,M,+55 11 0044-6736,69798412665@exemplo.com.br,2025-02-06
799ef9ca-5f9f-4f24-aaf1-cd39b701aec0,Yago Aparecida,1998-06-20,427.343.693-34,96153-706,Castro Verde,PI,Brasil,F,21 3380-0246,42734369334@exemplo.com.br,2024-10-22
661415ad-d545-4976-b202-55d86319ca2d,Maitê Siqueira,2003-10-10,482.725.496-27,70762762,Garcia Alegre,AM,Brasil,M,84 8900 8126,48272549627@exemplo.com.br,2023-12-15
9dd200db-b1c8-4a61-ac0b-11db9c244f2a,Samuel Melo,1940-11-28,999.610.747-92,78091634,Araújo de Siqueira,PE,Brasil,M,21 7773-0618,99961074792@exemplo.com.br,2024-04-11
e8f39bea-3845-4f57-a121-3d295a7952c3,Rafael Brito,1937-07-16,002.285.154-62,02460-881,Moraes de Goiás,RO,Brasil,F,+55 61 1347-4858,00228515462@exemplo.com.br,2023-06-24
982e2e1b-5fe4-4b13-bfe4-48d035a975a5,Antonella Sousa,1995-05-24,130.627.408-31,70321985,Almeida da Mata,MT,Brasil,M,(061) 5326 9965,13062740831@exemplo.com.br,2025-04-13
502e7650-a70d-40ad-8594-1f8fc2a8070c,Léo da Mata,1938-02-24,790.125.270-77,97870962,Castro,TO,Brasil,M,+55 31 4899-1292,79012527077@exemplo.com.br,2024-04-14
4ac27401-952f-4443-af26-dde125041e54,Liam Rios,1941-05-03,050.996.238-21,71809769,da Rocha de Sampaio,MS,Brasil,F,+55 (051) 5241 1168,05099623821@exemplo.com.br,2023-09-28
fae28850-20b9-4ae1-a5d4-e7507b9d8209,Oliver Albuquerque,1934-12-11,760.333.329-33,55604-932,Melo,SP,Brasil,M,51 4105 8130,76033332933@exemplo.com.br,2025-05-13
a63eae67-3c5c-433f-af8d-0dbe861b38dc,Srta. Ágatha Borges,1999-09-19,818.154.966-17,79569596,Ribeiro de Abreu,MS,Brasil,M,(041) 8286 4626,81815496617@exemplo.com.br,2024-05-14
af1c88fd-f163-46ca-906b-bfae8036d9c6,Jade Melo,1982-12-25,136.609.421-27,66652-144,da Cunha,MT,Brasil,F,61 3360-3583,13660942127@exemplo.com.br,2023-09-15
8cf0a2bc-eea4-42f5-9a10-a7f60e19099a,Alexia Fernandes,1962-07-31,402.171.042-47,88867213,Vasconcelos da Praia,RJ,Brasil,F,+55 (081) 3513 7550,40217104247@exemplo.com.br,2024-08-16
0abef587-2351-4944-bd09-ba083ca75357,Matheus Pacheco,1973-07-25,941.611.444-60,91946-746,Pacheco,TO,Brasil,M,+55 51 5923 7346,94161144460@exemplo.com.br,2024-07-23
db385dd3-3ff4-4a2d-b9dc-cc9fb098cbc3,Marcela Nogueira,1951-10-09,674.422.498-71,07971813,Ribeiro das Pedras,SC,Brasil,M,(081) 4434-9106,67442249871@exemplo.com.br,2023-09-08
60a8b9d2-cd09-4cfd-86a3-3a31d33785e3,Caroline Santos,1978-09-20,335.863.492-84,62049189,Gonçalves da Prata,CE,Brasil,F,41 7162 7311,33586349284@exemplo.com.br,2023-08-06
148916f2-5a07-43c3-84e1-094a702b2788,Nicole Camargo,1969-06-04,043.339.984-01,15995812,Duarte,DF,Brasil,F,+55 (084) 4253 2307,04333998401@exemplo.com.br,2025-04-01
288517b6-6ef1-4900-a1b1-dfbee60097ad,Srta. Larissa Pires,1998-12-04,323.897.577-44,34515372,Araújo,TO,Brasil,M,(031) 2931 4380,32389757744@exemplo.com.br,2025-02-26
9572dbdb-d514-45a4-854b-af01a2ff929b,Thiago Montenegro,1995-01-12,455.967.947-96,57647-811,Castro Grande,MG,Brasil,M,+55 51 4977 8150,45596794796@exemplo.com.br,2024-05-29
3bb68325-76d6-4428-bc0e-66dfc4c33af5,Dr. Henry Pacheco,1971-11-04,380.681.500-78,11083-976,Sampaio,BA,Brasil,M,(031) 8731-8161,38068150078@exemplo.com.br,2023-10-03
2b4276d4-4c87-4e0e-920c-91ef50e801e4,Henrique Rios,1959-10-13,142.724.190-85,01557255,Aparecida,SE,Brasil,M,(081) 2659 3505,14272419085@exemplo.com.br,2023-10-01
817760b7-5f4b-40de-8f2c-d2d7c6b56c11,Beatriz da Paz,2007-04-03,605.207.221-52,30010-983,da Luz,MG,Brasil,M,+55 11 0401-6337,60520722152@exemplo.com.br,2024-01-25
4f8b7964-3443-4e2d-8348-a9d72a4fab58,Maria Cecília Gonçalves,2000-04-07,324.448.000-25,72758-563,Moraes das Flores,PE,Brasil,F,31 3988-7623,32444800025@exemplo.com.br,2024-12-20
fd87e95d-f86a-498d-a71c-39139f76f38d,Emanuelly Novaes,1977-04-17,109.642.205-66,33440-677,Almeida,SE,Brasil,F,(084) 3260-2852,10964220566@exemplo.com.br,2025-01-27
4ccfe4e5-88fa-4c5a-9dda-0c1ff5eb146f,Julia Fogaça,1992-09-20,684.891.805-29,55384032,Gomes,PA,Brasil,F,+55 21 9200 5391,68489180529@exemplo.com.br,2024-05-04
aac4f54d-a223-4e4f-a502-572fe7b4fce8,Dr. João Vitor Jesus,1970-08-27,374.371.895-08,40343464,Brito,PR,Brasil,F,+55 61 3272-8899,37437189508@exemplo.com.br,2025-05-09
e75c5d7a-f832-4657-a0f5-efee9aad6065,Ravy Cirino,1985-12-23,916.814.297-02,89146-682,Ramos,AP,Brasil,F,+55 31 3515 5126,91681429702@exemplo.com.br,2025-01-10
d6edc14a-c891-4c74-b406-c7f44ecf27ec,Liam Azevedo,1936-05-05,508.378.059-07,87067882,Pinto de da Rocha,MS,Brasil,F,(041) 8575 3133,50837805907@exemplo.com.br,2023-11-01
04e7c923-bd04-4997-88a2-92dd03cdd662,Vitor Hugo Moura,1982-05-11,444.712.533-88,41358655,Guerra,RJ,Brasil,M,+55 (041) 3896-1679,44471253388@exemplo.com.br,2024-04-28
847c4168-8d4d-4636-b831-aa3ca63527a5,Sra. Ana Laura Freitas,1955-03-15,432.122.772-27,72968-509,Casa Grande,RS,Brasil,M,(011) 8268 1964,43212277227@exemplo.com.br,2023-12-06
5557cc99-d23c-4f8d-b72d-4d8409fbc504,Sofia Montenegro,1959-08-07,331.485.207-85,04293-831,Porto,DF,Brasil,F,71 8348 3581,33148520785@exemplo.com.br,2023-06-15
3dfe933b-deb4-4d91-9aaf-26cfe4b10fa0,Diego Moreira,1963-08-15,134.816.106-01,58870-073,Freitas de Fonseca,PA,Brasil,F,(061) 5937 4819,13481610601@exemplo.com.br,2023-12-14
181de7f4-9af8-4c67-8376-069021cadda2,Laura Souza,1983-12-12,819.445.245-29,57820-741,Cassiano,BA,Brasil,F,0500 009 3631,81944524529@exemplo.com.br,2024-06-14
4ba62b61-89b0-4c9b-80b2-db708d9e0c90,Marcela da Luz,1948-05-19,299.529.409-33,06187545,Campos das Flores,PA,Brasil,F,+55 81 0773-1317,29952940933@exemplo.com.br,2024-04-06
3435dfdf-aa8d-435a-aca4-007574369382,Catarina da Luz,1986-05-13,135.118.633-16,60907936,da Cruz,RO,Brasil,F,+55 81 0538-0341,13511863316@exemplo.com.br,2023-11-23
4ad9b45d-f0ca-4ded-beba-c5b9fd449131,Danilo Leão,2000-10-18,359.748.182-23,20638-953,Araújo,PE,Brasil,M,+55 (031) 6289-3255,35974818223@exemplo.com.br,2023-08-08
5ac93c2a-c4d6-4ee4-b997-3cf0815aa1f5,José Rocha,1986-05-02,897.676.041-95,28840-215,Sá,AL,Brasil,M,+55 11 6571-9886,89767604195@exemplo.com.br,2024-08-23
0d131bb2-0895-41ce-8f85-d204dc50ef48,Sophia Cunha,1968-12-04,188.428.506-39,49719191,Nogueira do Norte,ES,Brasil,F,+55 (051) 7851 4753,18842850639@exemplo.com.br,2025-05-21
af637ee7-0f0b-45c5-8dd1-4c670e021577,Maria Isis Pereira,1975-03-09,638.481.380-05,06216-616,Melo,DF,Brasil,F,+55 (081) 5936 2460,63848138005@exemplo.com.br,2024-07-25
73419c44-aa93-4f35-9c7a-b7652acd0989,Milena Duarte,1959-10-13,773.654.946-72,92509-700,Porto de Minas,AP,Brasil,F,+55 (041) 0575 8409,77365494672@exemplo.com.br,2024-09-19
19671bc2-a739-4cfe-b472-4baffbfa9b8b,Maria Luiza Viana,1968-08-20,321.327.106-95,50504089,Alves,AL,Brasil,F,51 9064 5339,32132710695@exemplo.com.br,2024-04-02
3d6fae91-6025-4d3a-b2e2-7bb666fe38ba,Beatriz Porto,1976-07-08,511.798.324-74,28940-270,Azevedo das Flores,RO,Brasil,F,+55 51 6431 8338,51179832474@exemplo.com.br,2024-01-17
7c131075-9b5d-4881-8354-399cb3d4bf1f,Valentina Cardoso,1960-06-04,324.687.932-41,53921950,Costela,CE,Brasil,M,0500 173 9480,32468793241@exemplo.com.br,2024-02-15
71ae6b4f-9b2e-40d0-a24b-da6863235571,Allana Nunes,1948-09-13,208.481.113-63,53665-210,Silveira,RR,Brasil,F,0300 174 9606,20848111363@exemplo.com.br,2023-07-29
3d950c82-33d3-4f5f-b6ea-4c423fa32222,Laís Martins,1964-10-26,284.143.326-72,49153541,Monteiro,RN,Brasil,M,+55 21 6904-8020,28414332672@exemplo.com.br,2024-10-25
9e57c182-5e65-463d-be81-f0dc1f5a7ba7,Lorenzo Vargas,2005-11-09,812.548.229-14,64513-730,Peixoto de Goiás,MG,Brasil,M,41 8245 2963,81254822914@exemplo.com.br,2023-07-18
b568e843-f650-4bc7-b8e8-545e94c563f1,Arthur Camargo,1934-08-15,447.888.428-90,86045280,Rocha Paulista,RR,Brasil,M,84 6940-8993,44788842890@exemplo.com.br,2023-09-17
43b21b6a-d682-4a70-a2b1-ed05f3bf064d,Alícia Cassiano,1944-05-22,961.309.198-15,80910664,da Luz do Sul,BA,Brasil,F,31 6761 2386,96130919815@exemplo.com.br,2025-01-22
9b3fff96-5340-4a88-9780-5b531960d4b9,Lucca Lima,1989-08-27,253.478.578-23,87977496,Costela,MG,Brasil,F,0800 233 4137,25347857823@exemplo.com.br,2023-06-13
d3ad8bcb-2da4-4aa7-b18a-8b2292ac15f7,Aylla Fernandes,1983-08-22,606.750.087-86,23466-230,Aparecida,MG,Brasil,F,+55 (081) 9290-4974,60675008786@exemplo.com.br,2024-10-25
e3c3d440-6dbe-4285-acc6-ad47143c43d4,Ana Beatriz Machado,1979-03-07,765.705.415-13,84814-529,Moreira de Minas,PB,Brasil,M,+55 (031) 4083-7679,76570541513@exemplo.com.br,2023-07-15
c9bc1640-1fdc-4c2a-9a40-6b46b5987f19,Pietro Campos,1978-06-23,587.375.423-82,11326-473,Abreu,AP,Brasil,F,+55 (071) 3408 5225,58737542382@exemplo.com.br,2023-09-29
ae67974d-a519-4fde-842c-6ef5779d576a,Maria Sophia Vasconcelos,1977-05-27,976.001.490-70,24247-846,da Costa dos Dourados,RR,Brasil,F,11 8283-2742,97600149070@exemplo.com.br,2025-04-17
7c8dd6ee-828e-4b74-9fe7-a9a5b1f07f0f,Luiza Duarte,1943-04-26,485.438.068-84,40939145,Souza,ES,Brasil,F,71 3266 0521,48543806884@exemplo.com.br,2025-03-07
c5f1b4de-4304-4f4a-91b8-6c9f42f26636,Sr. Gael Henrique Vasconcelos,1937-06-03,475.521.357-39,55439673,Cassiano,PB,Brasil,M,(011) 0673 4197,47552135739@exemplo.com.br,2024-01-23
12d7be42-630d-41fb-8d68-8b17c739869d,Maysa Mendes,1969-12-02,492.821.083-81,60669517,Borges de Rios,RJ,Brasil,F,0300 337 9816,49282108381@exemplo.com.br,2024-09-17
8361df6b-622b-4cab-b2a7-d7f2a7596fdd,Luan da Luz,1972-05-07,667.785.157-79,90535-725,Silveira,AL,Brasil,F,81 7925 0888,66778515779@exemplo.com.br,2024-11-30
34ddd4fc-b622-44cf-9db0-e05ddf462ed1,Alana Oliveira,1948-06-17,146.020.869-07,02086409,das Neves Grande,MA,Brasil,M,61 1876 5380,14602086907@exemplo.com.br,2025-01-20
9ef0b1bc-014b-4659-9151-44efefb82647,Maria Isis Alves,1982-05-05,216.071.447-20,58642-331,Abreu,GO,Brasil,M,0500-256-3884,21607144720@exemplo.com.br,2025-02-25
c38a492d-fddc-4d21-98a7-2feac5ce3421,Lucca Monteiro,1945-09-06,712.869.884-04,89582-038,Lopes,MA,Brasil,F,+55 21 9992 9757,71286988404@exemplo.com.br,2024-01-05
429ab958-015b-4735-8cce-cd45177ce0a9,Emanuel Correia,1945-11-03,023.992.531-91,00514629,Rocha de Duarte,SC,Brasil,M,(011) 5528-1267,02399253191@exemplo.com.br,2024-09-04
8a3773d5-df5a-4728-adb9-411cf423a649,Ester Novaes,1935-09-11,138.812.870-33,85797-938,Siqueira,DF,Brasil,F,+55 (041) 2764-4586,13881287033@exemplo.com.br,2023-10-29
b17bb623-7593-4871-ba54-cdc9b0b01af8,José da Cruz,1976-11-24,467.451.717-28,96846420,Freitas de Garcia,RS,Brasil,F,0800-004-3800,46745171728@exemplo.com.br,2024-09-04
6f55f3eb-40e3-4975-a251-8dad0c0eae82,Calebe Araújo,1969-03-15,201.423.115-00,21394667,Garcia Alegre,DF,Brasil,F,(031) 4022-4920,20142311500@exemplo.com.br,2023-06-07
34c53ed8-d33e-44cc-815d-007665206471,Caleb Borges,1993-10-05,757.272.062-60,21107567,Jesus,PB,Brasil,M,0300-828-7553,75727206260@exemplo.com.br,2025-05-12
1ca4b8ae-c162-42be-94d4-c4763a11fb67,Sr. Ravi Lucca Brito,1993-01-22,527.928.834-63,94913-534,Brito da Praia,AM,Brasil,M,+55 (071) 9132-9743,52792883463@exemplo.com.br,2023-12-23
523848a9-2bb8-4024-adb6-811a6b66c04c,Daniel Fogaça,1961-01-12,997.551.499-16,80021-336,Cirino,PR,Brasil,F,+55 (011) 3389-9451,99755149916@exemplo.com.br,2025-05-21
a13e86c3-19e4-4852-901b-926cbe4e265a,Mateus Caldeira,1991-08-22,239.325.053-77,91901492,Nogueira de Barbosa,PE,Brasil,F,+55 41 7786 3780,23932505377@exemplo.com.br,2024-12-17
f6286b24-71c1-4e8b-9660-97bb61f929ba,Miguel Alves,2000-04-29,310.047.863-19,46096-215,Barros,RR,Brasil,M,+55 71 2778-5263,31004786319@exemplo.com.br,2024-05-26
68a937a9-d16d-4e9a-8a1e-70ad68324cac,Maria Laura Albuquerque,1939-03-03,868.926.474-51,60222486,Lima,ES,Brasil,F,+55 41 0914 1098,86892647451@exemplo.com.br,2024-11-04
d4c252c7-8fbd-46de-a125-646c29f21f40,Vitor Hugo Novaes,1944-01-09,709.718.466-85,87097331,Pereira da Serra,AL,Brasil,M,31 9668-5307,70971846685@exemplo.com.br,2024-04-23
6fc2cc75-f7fa-42ed-8cc5-6083c980a07e,Benício Pires,1962-05-26,634.452.920-88,39932-431,Sousa dos Dourados,AP,Brasil,F,+55 81 4023-4615,63445292088@exemplo.com.br,2025-03-29
79b469b0-2a7a-4606-a9f3-136cb0a848e2,Brayan Cassiano,1958-05-04,565.556.401-65,83090636,Leão de Borges,RR,Brasil,M,+55 (081) 4082-6888,56555640165@exemplo.com.br,2024-02-06
7e05e9a7-d34f-430a-b879-ffa61eecea78,Emanuelly Caldeira,2005-01-06,452.285.935-55,92972-118,Câmara,RO,Brasil,F,0800 102 8172,45228593555@exemplo.com.br,2025-03-07
6d090217-2984-45d3-8d56-eae44742fd05,Raquel Sousa,1947-08-14,004.628.569-90,96006-106,Cavalcanti de Abreu,MG,Brasil,F,51 4066 1325,00462856990@exemplo.com.br,2024-01-01
3f63230b-3d9b-4e0b-8499-51eadb9f78fd,Gabrielly Castro,1942-10-18,646.064.416-42,81694702,Rodrigues de Brito,AC,Brasil,F,+55 61 0997 0452,64606441642@exemplo.com.br,2023-12-13
7fe0cdb0-f6a0-4aec-83fe-dacf68817be9,Mateus da Luz,1989-03-10,502.256.494-56,27090-008,Correia das Pedras,RS,Brasil,F,61 2722-6698,50225649456@exemplo.com.br,2024-02-15
25fe3ee0-e6b8-4ed8-9266-3d6b21f7a3ed,Luísa Garcia,1937-10-25,428.372.848-82,76644-840,Souza de Freitas,MG,Brasil,M,0800-160-8266,42837284882@exemplo.com.br,2024-10-23
f28eca66-57f5-42de-8e7f-b4f0a9dca328,Nicole Ribeiro,1997-12-22,666.346.453-02,71700-180,Costela de Goiás,SC,Brasil,M,(031) 6029 6700,66634645302@exemplo.com.br,2023-09-16
